Office No Clean,Office No.,Company Name,Company Number,Has Valid Company Number,Incorporated,Status,SIC Code,Registered Address,Address Suffix,Address Exact Street Match,Office Group Size,Cash At Bank,Net Assets,Turnover,Source,Companies House Overview URL,Companies House Officers URL,Companies House Filing History URL,Primary OSINT Source,Investigative Priority,Risk Tier (Objective),Public Linkage Category,Priority Entity,Manual Review Hypothesis (Unverified),Public Evidence Summary,Public Evidence URLs,Review Notes
285,285.0,Arimetech Ltd,16109020,Yes,2024-11-29,Active,,"Office 285, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16109020,https://find-and-update.company-information.service.gov.uk/company/16109020/officers,https://find-and-update.company-information.service.gov.uk/company/16109020/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
286,286.0,Ozriatech Ltd,16108974,Yes,2024-11-29,Active,,"Office 286, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16108974,https://find-and-update.company-information.service.gov.uk/company/16108974/officers,https://find-and-update.company-information.service.gov.uk/company/16108974/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
287,287.0,Curtis Softs Ltd,16114851,Yes,2024-12-03,Active,,"Office 287, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16114851,https://find-and-update.company-information.service.gov.uk/company/16114851/officers,https://find-and-update.company-information.service.gov.uk/company/16114851/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
288,288.0,Nelofar Global Ltd,16119777,Yes,2024-12-05,Active,,"Office 288, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16119777,https://find-and-update.company-information.service.gov.uk/company/16119777/officers,https://find-and-update.company-information.service.gov.uk/company/16119777/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
289,289.0,Pixelify Ltd,14981061,Yes,2023-07-05,Active,,"Office 289, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/14981061,https://find-and-update.company-information.service.gov.uk/company/14981061/officers,https://find-and-update.company-information.service.gov.uk/company/14981061/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
290,290.0,Vintage Leather and Garments Uk Ltd,16123203,Yes,2024-12-09,Active,,"Office 290, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16123203,https://find-and-update.company-information.service.gov.uk/company/16123203/officers,https://find-and-update.company-information.service.gov.uk/company/16123203/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
291,291.0,Cizortech Ltd,16124067,Yes,2024-12-09,Active,,"Office 291, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16124067,https://find-and-update.company-information.service.gov.uk/company/16124067/officers,https://find-and-update.company-information.service.gov.uk/company/16124067/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
292,292.0,Digital Slope Ltd,16127602,Yes,2024-12-10,Active,,"Office 292, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16127602,https://find-and-update.company-information.service.gov.uk/company/16127602/officers,https://find-and-update.company-information.service.gov.uk/company/16127602/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
293,293.0,Infinity Stop Ltd,16127478,Yes,2024-12-10,Active,,"Office 293, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16127478,https://find-and-update.company-information.service.gov.uk/company/16127478/officers,https://find-and-update.company-information.service.gov.uk/company/16127478/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
294,294.0,Genius International Markets Ltd,16127770,Yes,2024-12-10,Active,,"Office 294, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16127770,https://find-and-update.company-information.service.gov.uk/company/16127770/officers,https://find-and-update.company-information.service.gov.uk/company/16127770/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
295,295.0,Seoquill Limited,16138415,Yes,2024-12-16,Active,,"Office 295, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16138415,https://find-and-update.company-information.service.gov.uk/company/16138415/officers,https://find-and-update.company-information.service.gov.uk/company/16138415/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
296,296.0,Cryptical Solutions Ltd,15294859,Yes,2023-11-20,Active,,"Office 296, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,"-£1,900",,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/15294859,https://find-and-update.company-information.service.gov.uk/company/15294859/officers,https://find-and-update.company-information.service.gov.uk/company/15294859/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
297,297.0,Synox Ltd,16144191,Yes,2024-12-19,Active,,"Office 297, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,£1,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16144191,https://find-and-update.company-information.service.gov.uk/company/16144191/officers,https://find-and-update.company-information.service.gov.uk/company/16144191/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
298,298.0,Allbestkeys Ltd,16146160,Yes,2024-12-20,Active,,"Office 298, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16146160,https://find-and-update.company-information.service.gov.uk/company/16146160/officers,https://find-and-update.company-information.service.gov.uk/company/16146160/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
299,299.0,Saeed Bamby Ltd,15006837,Yes,2023-07-17,Active,,"Office 299, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/15006837,https://find-and-update.company-information.service.gov.uk/company/15006837/officers,https://find-and-update.company-information.service.gov.uk/company/15006837/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
300,300.0,Embroidery Kart Ltd,16148717,Yes,2024-12-23,Active,,"Office 300, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16148717,https://find-and-update.company-information.service.gov.uk/company/16148717/officers,https://find-and-update.company-information.service.gov.uk/company/16148717/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
301,301.0,Nextag Ltd,16152800,Yes,2024-12-27,Active,,"Office 301, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16152800,https://find-and-update.company-information.service.gov.uk/company/16152800/officers,https://find-and-update.company-information.service.gov.uk/company/16152800/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
302,302.0,Upstart Leather Ltd,16155108,Yes,2024-12-30,Active,,"Office 302, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,"-£2,460",,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16155108,https://find-and-update.company-information.service.gov.uk/company/16155108/officers,https://find-and-update.company-information.service.gov.uk/company/16155108/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
303,303.0,Ravji Store Ltd,15307000,Yes,2023-11-24,Active,,"Office 303, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,£1,£1,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/15307000,https://find-and-update.company-information.service.gov.uk/company/15307000/officers,https://find-and-update.company-information.service.gov.uk/company/15307000/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
304,304.0,Pupsbaar Ltd,16159787,Yes,2025-01-02,Active,,"Office 304, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16159787,https://find-and-update.company-information.service.gov.uk/company/16159787/officers,https://find-and-update.company-information.service.gov.uk/company/16159787/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
305,305.0,Buzzclick Solution Ltd,16164202,Yes,2025-01-06,Active,,"Office 305, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,£1,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16164202,https://find-and-update.company-information.service.gov.uk/company/16164202/officers,https://find-and-update.company-information.service.gov.uk/company/16164202/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
306,306.0,Rank Help Pro Ltd,16175359,Yes,2025-01-10,Active,,"Office 306, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,"-£1,200",,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16175359,https://find-and-update.company-information.service.gov.uk/company/16175359/officers,https://find-and-update.company-information.service.gov.uk/company/16175359/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
307,307.0,Asra Digitals Ltd,16185173,Yes,2025-01-15,Active,,"Office 307, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,£100,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16185173,https://find-and-update.company-information.service.gov.uk/company/16185173/officers,https://find-and-update.company-information.service.gov.uk/company/16185173/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
308,308.0,Shine&Bright Future Ltd,16191602,Yes,2025-01-17,Active,,"Office 308, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,-£581,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16191602,https://find-and-update.company-information.service.gov.uk/company/16191602/officers,https://find-and-update.company-information.service.gov.uk/company/16191602/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
309,309.0,Logofy Ltd,16208951,Yes,2025-01-27,Active,,"Office 309, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16208951,https://find-and-update.company-information.service.gov.uk/company/16208951/officers,https://find-and-update.company-information.service.gov.uk/company/16208951/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
