#,Office No.,Company Name,Company Number,Has Valid Company Number,Incorporated,Status,SIC Code,Registered Address,Address Suffix,Address Exact Street Match,Cash At Bank,Net Assets,Turnover,Investigative Priority,Risk Tier (Objective),Priority Entity,Public Linkage Category,Manual Review Hypothesis (Unverified),Public Evidence Summary,Public Evidence URLs,Review Notes,Companies House Overview URL,Companies House Officers URL,Companies House Filing History URL,Primary OSINT Source,Source,Notes,Office Group Size,2026-04-01 Web Update,2026-04-01 Web Update URLs,Project Dunstall Mirror Mention,Project Dunstall Mirror Notes,Project Dunstall Mirror URL,2026-04-01 Ezone/HopeTex Update,2026-04-01 Ezone/HopeTex Update URLs
169,205,Gulf Choices Ltd,15904424,Yes,2024-08-19,Active,,"Office 205, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15904424,https://find-and-update.company-information.service.gov.uk/company/15904424/officers,https://find-and-update.company-information.service.gov.uk/company/15904424/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
170,206,Hbo Times Ltd,15906370,Yes,2024-08-20,Active,,"Office 206, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15906370,https://find-and-update.company-information.service.gov.uk/company/15906370/officers,https://find-and-update.company-information.service.gov.uk/company/15906370/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
171,207,Beacon Tutors International Ltd,15907418,Yes,2024-08-20,Active,,"Office 207, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15907418,https://find-and-update.company-information.service.gov.uk/company/15907418/officers,https://find-and-update.company-information.service.gov.uk/company/15907418/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
172,208,Mohammad Bilal Ltd,15917216,Yes,2024-08-27,Active,,"Office 208, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15917216,https://find-and-update.company-information.service.gov.uk/company/15917216/officers,https://find-and-update.company-information.service.gov.uk/company/15917216/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
173,209,Hamza Adnan Ecom Ltd,15917811,Yes,2024-08-27,Active,,"Office 209, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15917811,https://find-and-update.company-information.service.gov.uk/company/15917811/officers,https://find-and-update.company-information.service.gov.uk/company/15917811/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
174,211,Dezynglow Ltd,15923650,Yes,2024-08-29,Active,,"Office 211, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15923650,https://find-and-update.company-information.service.gov.uk/company/15923650/officers,https://find-and-update.company-information.service.gov.uk/company/15923650/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
175,212,Lilylocus Ltd,12889897,Yes,2020-09-18,Active,,"Office 212, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,"£9,000",,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/12889897,https://find-and-update.company-information.service.gov.uk/company/12889897/officers,https://find-and-update.company-information.service.gov.uk/company/12889897/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk/secret-bases,,,,,,,,,
176,213,Adscarry Ltd,15929490,Yes,2024-09-02,Active,,"Office 213, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15929490,https://find-and-update.company-information.service.gov.uk/company/15929490/officers,https://find-and-update.company-information.service.gov.uk/company/15929490/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
177,214,Devtuc Ltd,15933177,Yes,2024-09-03,Active,,"Office 214, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15933177,https://find-and-update.company-information.service.gov.uk/company/15933177/officers,https://find-and-update.company-information.service.gov.uk/company/15933177/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
178,215,Rigid Estimating Ltd,15935355,Yes,2024-09-04,Active,,"Office 215, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15935355,https://find-and-update.company-information.service.gov.uk/company/15935355/officers,https://find-and-update.company-information.service.gov.uk/company/15935355/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
179,216,Spix Tech Services Ltd,15938146,Yes,2024-09-05,Active,,"Office 216, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15938146,https://find-and-update.company-information.service.gov.uk/company/15938146/officers,https://find-and-update.company-information.service.gov.uk/company/15938146/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
180,217,Animals Cottage Rescue Center Ltd,15081022,Yes,2023-08-18,Active,,"Office 217, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,-£941,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15081022,https://find-and-update.company-information.service.gov.uk/company/15081022/officers,https://find-and-update.company-information.service.gov.uk/company/15081022/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
181,218,Dialogue Couture Limited,12633028,Yes,2020-05-29,Active,,"Office 218, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/12633028,https://find-and-update.company-information.service.gov.uk/company/12633028/officers,https://find-and-update.company-information.service.gov.uk/company/12633028/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
182,219,Niftech Pvt Ltd,13924773,Yes,2022-02-18,Active,,"Office 219, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/13924773,https://find-and-update.company-information.service.gov.uk/company/13924773/officers,https://find-and-update.company-information.service.gov.uk/company/13924773/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
183,220,Shahi Exchange Ltd,15948521,Yes,2024-09-10,Active,,"Office 220, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15948521,https://find-and-update.company-information.service.gov.uk/company/15948521/officers,https://find-and-update.company-information.service.gov.uk/company/15948521/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
184,221,Digestley Ltd,15948597,Yes,2024-09-10,Active,,"Office 221, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15948597,https://find-and-update.company-information.service.gov.uk/company/15948597/officers,https://find-and-update.company-information.service.gov.uk/company/15948597/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
185,222,E-Knack Ltd,15121770,Yes,2023-09-07,Active,,"Office 222, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,-£870,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15121770,https://find-and-update.company-information.service.gov.uk/company/15121770/officers,https://find-and-update.company-information.service.gov.uk/company/15121770/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
186,223,Optimus Clicks Ltd,15188332,Yes,2023-10-04,Active,,"Office 223, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,"-£9,163",,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15188332,https://find-and-update.company-information.service.gov.uk/company/15188332/officers,https://find-and-update.company-information.service.gov.uk/company/15188332/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
187,224,Mff Ltd,15967023,Yes,2024-09-19,Active,,"Office 224, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15967023,https://find-and-update.company-information.service.gov.uk/company/15967023/officers,https://find-and-update.company-information.service.gov.uk/company/15967023/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
188,225,Aqua Astra Limited,15132774,Yes,2023-09-12,Active,,"Office 225, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,MEDIUM,MEDIUM,,,,,,Shared office number: 2 entities,https://find-and-update.company-information.service.gov.uk/company/15132774,https://find-and-update.company-information.service.gov.uk/company/15132774/officers,https://find-and-update.company-information.service.gov.uk/company/15132774/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
189,225,Ravihayyy Ltd,13783198,Yes,2021-12-06,Active,,"Office 225, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,MEDIUM,MEDIUM,,,,,,Shared office number: 2 entities,https://find-and-update.company-information.service.gov.uk/company/13783198,https://find-and-update.company-information.service.gov.uk/company/13783198/officers,https://find-and-update.company-information.service.gov.uk/company/13783198/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
190,226,Continental Recruitment and Staffing Ltd,14347976,Yes,2022-09-09,Active,,"Office 226, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/14347976,https://find-and-update.company-information.service.gov.uk/company/14347976/officers,https://find-and-update.company-information.service.gov.uk/company/14347976/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
191,227,Sadeemhost Ltd,13509829,Yes,2021-07-14,Active,,"Office 227, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,-£870,"£10,950",LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/13509829,https://find-and-update.company-information.service.gov.uk/company/13509829/officers,https://find-and-update.company-information.service.gov.uk/company/13509829/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
192,228,24/7 Support Private Limited,15707123,Yes,2024-05-07,Active,,"Office 228, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,£1,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15707123,https://find-and-update.company-information.service.gov.uk/company/15707123/officers,https://find-and-update.company-information.service.gov.uk/company/15707123/filing-history,Companies House URL ready + open.endole.co.uk,user-provided,Updated address 10 Jan 2026,,,,,,,,
193,229,Slizetech Ltd,15137908,Yes,2023-09-14,Active,,"Office 229, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,£620,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15137908,https://find-and-update.company-information.service.gov.uk/company/15137908/officers,https://find-and-update.company-information.service.gov.uk/company/15137908/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
194,230,Mux Buy Ltd,15130241,Yes,2023-09-11,Active,,"Office 230, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15130241,https://find-and-update.company-information.service.gov.uk/company/15130241/officers,https://find-and-update.company-information.service.gov.uk/company/15130241/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
